nivel_registro,bloco_analisado,id_nota,num_nota,data_nota,titulo_nota,topico_tematica,porcentagem_presenca,vocabularios_chave_identificados,justificativa_metodologica,revisao_necessaria
Nota,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",1942,Nota à Imprensa nº 102,17/03/2023,Visita de Estado do Senhor Presidente da República à República Popular da China,"Economia, Comercio Exterior e Agronegocio",13.3%,comercio (2x),"Peso semantico do topico 'Economia, Comercio Exterior e Agronegocio' na nota = 2 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (2 / 15) x 100 = 13.3%. Termos computados (radical, casamento por fronteira de palavra): comercio (2x).",Não
Nota,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",1942,Nota à Imprensa nº 102,17/03/2023,Visita de Estado do Senhor Presidente da República à República Popular da China,"Transicao Energetica, Meio Ambiente e Mudanca do Clima",13.3%,transicao energetica (1x); climatic (1x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 2 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (2 / 15) x 100 = 13.3%. Termos computados (radical, casamento por fronteira de palavra): transicao energetica (1x); climatic (1x).",Não
Nota,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",1942,Nota à Imprensa nº 102,17/03/2023,Visita de Estado do Senhor Presidente da República à República Popular da China,"Defesa, Seguranca Internacional e Geopolitica",6.7%,paz (1x),"Peso semantico do topico 'Defesa, Seguranca Internacional e Geopolitica' na nota = 1 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 15. Percentual = (1 / 15) x 100 = 6.7%. Termos computados (radical, casamento por fronteira de palavra): paz (1x).",Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional","Economia, Comercio Exterior e Agronegocio",18.3%,comercio (36x); agricultur (34x); import (33x); trade (17x); export (11x); agricola (9x); exportac (7x); quarentena (6x); salvaguarda (6x); fitossanitari (6x),"Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Economia, Comercio Exterior e Agronegocio' = 188 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (188 / 1025) x 100 = 18.3%. Termos mais recorrentes no bloco: comercio (36x); agricultur (34x); import (33x); trade (17x); export (11x); agricola (9x); exportac (7x); quarentena (6x); salvaguarda (6x); fitossanitari (6x).",Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional",Diplomacia Institucional e Atos Bilaterais,13.6%,memorando de entendimento (46x); visita de estado (23x); memorandum of understanding (10x); relacoes diplomaticas (9x); aniversario (6x); visita oficial (4x); chanceler (4x); atos adotados (3x); state visit (2x); comunicado conjunto (1x),Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Diplomacia Institucional e Atos Bilaterais' = 139 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (139 / 1025) x 100 = 13.6%. Termos mais recorrentes no bloco: memorando de entendimento (46x); visita de estado (23x); memorandum of understanding (10x); relacoes diplomaticas (9x); aniversario (6x); visita oficial (4x); chanceler (4x); atos adotados (3x); state visit (2x); comunicado conjunto (1x).,Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional",Multilateralismo e Foruns Plurilaterais,13.2%,brics (30x); cosban (23x); g20 (21x); deg (8x); declaracao conjunta (8x); celac (8x); cupula (8x); dialogo estrategico global (4x); consenso (4x); summit (1x),Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Multilateralismo e Foruns Plurilaterais' = 135 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (135 / 1025) x 100 = 13.2%. Termos mais recorrentes no bloco: brics (30x); cosban (23x); g20 (21x); deg (8x); declaracao conjunta (8x); celac (8x); cupula (8x); dialogo estrategico global (4x); consenso (4x); summit (1x).,Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional","Tecnologia, Inovacao e Espaco",13.2%,tecnolog (46x); inovac (23x); technology (10x); innovation (9x); inteligencia artificial (8x); cbers (8x); sincrotron (4x); research and development (4x); dados (3x); cibernet (3x),"Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Tecnologia, Inovacao e Espaco' = 135 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (135 / 1025) x 100 = 13.2%. Termos mais recorrentes no bloco: tecnolog (46x); inovac (23x); technology (10x); innovation (9x); inteligencia artificial (8x); cbers (8x); sincrotron (4x); research and development (4x); dados (3x); cibernet (3x).",Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional","Infraestrutura, Investimentos e Financas",8.7%,investment (19x); finance (17x); infraestrutura (15x); ndb (7x); infrastructure (7x); cinturao e rota (4x); financiamento (3x); financial (3x); porto (2x); ferrovia (2x),"Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Infraestrutura, Investimentos e Financas' = 89 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (89 / 1025) x 100 = 8.7%. Termos mais recorrentes no bloco: investment (19x); finance (17x); infraestrutura (15x); ndb (7x); infrastructure (7x); cinturao e rota (4x); financiamento (3x); financial (3x); porto (2x); ferrovia (2x).",Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional","Educacao, Cultura e Intercambio Humano",6.5%,cultura (20x); turismo (8x); universidade (5x); educacao (5x); esporte (5x); sport (5x); ano cultural (3x); tourism (3x); intercambio cultural (2x); estudante (2x),"Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Educacao, Cultura e Intercambio Humano' = 67 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (67 / 1025) x 100 = 6.5%. Termos mais recorrentes no bloco: cultura (20x); turismo (8x); universidade (5x); educacao (5x); esporte (5x); sport (5x); ano cultural (3x); tourism (3x); intercambio cultural (2x); estudante (2x).",Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional","Transicao Energetica, Meio Ambiente e Mudanca do Clima",6.4%,cop (11x); transicao energetica (8x); mudanca do clima (7x); environment (7x); biodiversidade (5x); climatic (4x); ambiental (4x); florest (4x); climate change (4x); biodiversity (4x),"Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' = 66 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (66 / 1025) x 100 = 6.4%. Termos mais recorrentes no bloco: cop (11x); transicao energetica (8x); mudanca do clima (7x); environment (7x); biodiversidade (5x); climatic (4x); ambiental (4x); florest (4x); climate change (4x); biodiversity (4x).",Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional","Defesa, Seguranca Internacional e Geopolitica",5.5%,paz (15x); peace (8x); defesa (7x); security (5x); ucrania (4x); solucao pacifica (3x); nao proliferacao (3x); terrorismo (2x); oriente medio (2x); conflito (2x),"Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Defesa, Seguranca Internacional e Geopolitica' = 56 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (56 / 1025) x 100 = 5.5%. Termos mais recorrentes no bloco: paz (15x); peace (8x); defesa (7x); security (5x); ucrania (4x); solucao pacifica (3x); nao proliferacao (3x); terrorismo (2x); oriente medio (2x); conflito (2x).",Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional",Governanca Global e Reforma Institucional,5.5%,nacoes unidas (17x); governanca global (8x); conselho de seguranca (7x); multilateralism (6x); multilateralismo (5x); united nations (4x); ordem internacional (3x); arquitetura financeira (2x); security council (2x),Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Governanca Global e Reforma Institucional' = 56 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (56 / 1025) x 100 = 5.5%. Termos mais recorrentes no bloco: nacoes unidas (17x); governanca global (8x); conselho de seguranca (7x); multilateralism (6x); multilateralismo (5x); united nations (4x); ordem internacional (3x); arquitetura financeira (2x); security council (2x).,Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional",Cooperacao Bilateral e Sul-Sul,4.5%,parceria estrategica (12x); cooperacao bilateral (11x); bilateral cooperation (8x); strategic partnership (3x); capacitac (2x); sul-sul (2x); complementaridade (2x); transferencia de tecnologia (2x); south-south (1x); mutual benefit (1x),Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Cooperacao Bilateral e Sul-Sul' = 46 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (46 / 1025) x 100 = 4.5%. Termos mais recorrentes no bloco: parceria estrategica (12x); cooperacao bilateral (11x); bilateral cooperation (8x); strategic partnership (3x); capacitac (2x); sul-sul (2x); complementaridade (2x); transferencia de tecnologia (2x); south-south (1x); mutual benefit (1x).,Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional",Saude Publica e Cooperacao Sanitaria,2.8%,saude (8x); epidemic (5x); vacina (4x); vaccine (4x); pandemia (2x); covid-19 (2x); pandemic (2x); epidemia (1x),Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Saude Publica e Cooperacao Sanitaria' = 29 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (29 / 1025) x 100 = 2.8%. Termos mais recorrentes no bloco: saude (8x); epidemic (5x); vacina (4x); vaccine (4x); pandemia (2x); covid-19 (2x); pandemic (2x); epidemia (1x).,Não
Consolidado Bloco,"Declarações Políticas, Visitas de Estado e Diplomacia Institucional",,,,"Consolidado Geral do Bloco: Declarações Políticas, Visitas de Estado e Diplomacia Institucional",Direitos Humanos e Direito Internacional Humanitario,1.9%,fome (16x); combate a pobreza (2x); humanitarian (1x),Consolidacao ponderada das 12 notas do bloco. Peso semantico acumulado do topico 'Direitos Humanos e Direito Internacional Humanitario' = 19 (soma dos pesos ponderados titulo x3 / 1o paragrafo x2 / corpo x1 de cada nota). Peso total acumulado do bloco (todos os topicos) = 1025. Percentual consolidado = (19 / 1025) x 100 = 1.9%. Termos mais recorrentes no bloco: fome (16x); combate a pobreza (2x); humanitarian (1x).,Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025",Multilateralismo e Foruns Plurilaterais,30.3%,brics (463x); g20 (18x); cupula (13x); summit (13x); consenso (12x); deg (4x); declaracao conjunta (2x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 527 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (527 / 1737) x 100 = 30.3%. Termos computados (radical, casamento por fronteira de palavra): brics (463x); g20 (18x); cupula (13x); summit (13x); consenso (12x); deg (4x); declaracao conjunta (2x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025","Economia, Comercio Exterior e Agronegocio",13.3%,import (102x); trade (42x); comercio (40x); agricultur (28x); agricola (11x); customs (4x); salvaguarda (2x); export (2x),"Peso semantico do topico 'Economia, Comercio Exterior e Agronegocio' na nota = 231 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (231 / 1737) x 100 = 13.3%. Termos computados (radical, casamento por fronteira de palavra): import (102x); trade (42x); comercio (40x); agricultur (28x); agricola (11x); customs (4x); salvaguarda (2x); export (2x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025","Defesa, Seguranca Internacional e Geopolitica",10.2%,security (53x); peace (41x); paz (28x); conflito (24x); terrorismo (12x); mediacao (5x); oriente medio (3x); solucao pacifica (2x),"Peso semantico do topico 'Defesa, Seguranca Internacional e Geopolitica' na nota = 177 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (177 / 1737) x 100 = 10.2%. Termos computados (radical, casamento por fronteira de palavra): security (53x); peace (41x); paz (28x); conflito (24x); terrorismo (12x); mediacao (5x); oriente medio (3x); solucao pacifica (2x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025","Transicao Energetica, Meio Ambiente e Mudanca do Clima",9.0%,environment (30x); climate change (20x); mudanca do clima (19x); cop (15x); climatic (15x); ambiental (11x); biodiversidade (8x); florest (8x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 156 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (156 / 1737) x 100 = 9.0%. Termos computados (radical, casamento por fronteira de palavra): environment (30x); climate change (20x); mudanca do clima (19x); cop (15x); climatic (15x); ambiental (11x); biodiversidade (8x); florest (8x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025","Infraestrutura, Investimentos e Financas",8.5%,finance (33x); infraestrutura (23x); infrastructure (23x); financial (21x); financiamento (18x); investment (12x); conectividade (7x); ndb (7x),"Peso semantico do topico 'Infraestrutura, Investimentos e Financas' na nota = 147 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (147 / 1737) x 100 = 8.5%. Termos computados (radical, casamento por fronteira de palavra): finance (33x); infraestrutura (23x); infrastructure (23x); financial (21x); financiamento (18x); investment (12x); conectividade (7x); ndb (7x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025","Tecnologia, Inovacao e Espaco",8.1%,tecnolog (38x); innovation (24x); inovac (22x); dados (15x); technology (11x); inteligencia artificial (10x); artificial intelligence (9x); satelit (2x),"Peso semantico do topico 'Tecnologia, Inovacao e Espaco' na nota = 140 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (140 / 1737) x 100 = 8.1%. Termos computados (radical, casamento por fronteira de palavra): tecnolog (38x); innovation (24x); inovac (22x); dados (15x); technology (11x); inteligencia artificial (10x); artificial intelligence (9x); satelit (2x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025",Governanca Global e Reforma Institucional,7.4%,nacoes unidas (33x); united nations (27x); multilateralism (14x); security council (12x); conselho de seguranca (11x); governanca global (8x); multilateralismo (7x); global governance (7x),"Peso semantico do topico 'Governanca Global e Reforma Institucional' na nota = 129 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (129 / 1737) x 100 = 7.4%. Termos computados (radical, casamento por fronteira de palavra): nacoes unidas (33x); united nations (27x); multilateralism (14x); security council (12x); conselho de seguranca (11x); governanca global (8x); multilateralismo (7x); global governance (7x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025","Educacao, Cultura e Intercambio Humano",4.8%,cultura (32x); educacao (9x); sport (9x); education (8x); turismo (7x); tourism (7x); esporte (6x); universidade (2x),"Peso semantico do topico 'Educacao, Cultura e Intercambio Humano' na nota = 84 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (84 / 1737) x 100 = 4.8%. Termos computados (radical, casamento por fronteira de palavra): cultura (32x); educacao (9x); sport (9x); education (8x); turismo (7x); tourism (7x); esporte (6x); universidade (2x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025",Direitos Humanos e Direito Internacional Humanitario,3.6%,humanitarian (19x); fome (18x); direitos humanos (9x); human rights (9x); direito internacional humanitario (5x); assistencia humanitaria (1x); combate a pobreza (1x),"Peso semantico do topico 'Direitos Humanos e Direito Internacional Humanitario' na nota = 62 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 1737. Percentual = (62 / 1737) x 100 = 3.6%. Termos computados (radical, casamento por fronteira de palavra): humanitarian (19x); fome (18x); direitos humanos (9x); human rights (9x); direito internacional humanitario (5x); assistencia humanitaria (1x); combate a pobreza (1x).",Não
Nota,Cooperação Multilateral e Governança Global,516,298,06/07/2025,"Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025",Outros / Temas Residuais (abaixo do limiar de 3%),4.8%,Cooperacao Bilateral e Sul-Sul; Diplomacia Institucional e Atos Bilaterais; Saude Publica e Cooperacao Sanitaria,Soma dos topicos com peso semantico individual abaixo do limiar de materialidade de 3.0% adotado neste relatorio para evitar fragmentacao excessiva de temas acessorios.,Não
Nota,Cooperação Multilateral e Governança Global,612,202,13/05/2025,Declaração de Pequim e Plano de Ação Conjunto - IV Reunião Ministerial do Fórum CELAC-China,Multilateralismo e Foruns Plurilaterais,100.0%,celac (4x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 7 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 7. Percentual = (7 / 7) x 100 = 100.0%. Termos computados (radical, casamento por fronteira de palavra): celac (4x).",Não
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,Multilateralismo e Foruns Plurilaterais,21.3%,brics (120x); g20 (12x); consenso (7x); cupula (3x); summit (3x); deg (3x); declaracao conjunta (1x),"Peso semantico do topico 'Multilateralismo e Foruns Plurilaterais' na nota = 152 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 713. Percentual = (152 / 713) x 100 = 21.3%. Termos computados (radical, casamento por fronteira de palavra): brics (120x); g20 (12x); consenso (7x); cupula (3x); summit (3x); deg (3x); declaracao conjunta (1x).",Sim
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,"Defesa, Seguranca Internacional e Geopolitica",17.5%,peace (30x); security (25x); conflito (22x); paz (19x); terrorismo (11x); geopolitica (4x); solucao pacifica (3x); mediacao (3x),"Peso semantico do topico 'Defesa, Seguranca Internacional e Geopolitica' na nota = 125 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 713. Percentual = (125 / 713) x 100 = 17.5%. Termos computados (radical, casamento por fronteira de palavra): peace (30x); security (25x); conflito (22x); paz (19x); terrorismo (11x); geopolitica (4x); solucao pacifica (3x); mediacao (3x).",Sim
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,Governanca Global e Reforma Institucional,11.6%,nacoes unidas (31x); united nations (17x); conselho de seguranca (7x); security council (7x); multilateralism (6x); governanca global (3x); multilateralismo (3x); global governance (3x),"Peso semantico do topico 'Governanca Global e Reforma Institucional' na nota = 83 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 713. Percentual = (83 / 713) x 100 = 11.6%. Termos computados (radical, casamento por fronteira de palavra): nacoes unidas (31x); united nations (17x); conselho de seguranca (7x); security council (7x); multilateralism (6x); governanca global (3x); multilateralismo (3x); global governance (3x).",Sim
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,"Infraestrutura, Investimentos e Financas",10.9%,finance (24x); financiamento (19x); ndb (14x); financial (9x); investment (4x); moedas locais (3x); infraestrutura (2x); infrastructure (2x),"Peso semantico do topico 'Infraestrutura, Investimentos e Financas' na nota = 78 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 713. Percentual = (78 / 713) x 100 = 10.9%. Termos computados (radical, casamento por fronteira de palavra): finance (24x); financiamento (19x); ndb (14x); financial (9x); investment (4x); moedas locais (3x); infraestrutura (2x); infrastructure (2x).",Sim
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,"Transicao Energetica, Meio Ambiente e Mudanca do Clima",10.8%,cop (18x); climate change (12x); mudanca do clima (11x); climatic (10x); environment (8x); sustentabilidade (5x); sustainability (4x); biodiversidade (2x),"Peso semantico do topico 'Transicao Energetica, Meio Ambiente e Mudanca do Clima' na nota = 77 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 713. Percentual = (77 / 713) x 100 = 10.8%. Termos computados (radical, casamento por fronteira de palavra): cop (18x); climate change (12x); mudanca do clima (11x); climatic (10x); environment (8x); sustentabilidade (5x); sustainability (4x); biodiversidade (2x).",Sim
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,"Economia, Comercio Exterior e Agronegocio",10.5%,import (47x); trade (14x); comercio (11x); agricultur (2x); mapa (1x),"Peso semantico do topico 'Economia, Comercio Exterior e Agronegocio' na nota = 75 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 713. Percentual = (75 / 713) x 100 = 10.5%. Termos computados (radical, casamento por fronteira de palavra): import (47x); trade (14x); comercio (11x); agricultur (2x); mapa (1x).",Sim
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,Direitos Humanos e Direito Internacional Humanitario,6.2%,humanitarian (17x); direitos humanos (9x); human rights (9x); direito internacional humanitario (3x); assistencia humanitaria (3x); fome (3x),"Peso semantico do topico 'Direitos Humanos e Direito Internacional Humanitario' na nota = 44 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 713. Percentual = (44 / 713) x 100 = 6.2%. Termos computados (radical, casamento por fronteira de palavra): humanitarian (17x); direitos humanos (9x); human rights (9x); direito internacional humanitario (3x); assistencia humanitaria (3x); fome (3x).",Sim
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,"Tecnologia, Inovacao e Espaco",6.0%,tecnolog (9x); dados (8x); inovac (7x); innovation (7x); inteligencia artificial (3x); technology (3x); cibernet (2x); robotic (2x),"Peso semantico do topico 'Tecnologia, Inovacao e Espaco' na nota = 43 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 713. Percentual = (43 / 713) x 100 = 6.0%. Termos computados (radical, casamento por fronteira de palavra): tecnolog (9x); dados (8x); inovac (7x); innovation (7x); inteligencia artificial (3x); technology (3x); cibernet (2x); robotic (2x).",Sim
Nota,Cooperação Multilateral e Governança Global,630,184,29/04/2025,Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS,Outros / Temas Residuais (abaixo do limiar de 3%),5.2%,"Cooperacao Bilateral e Sul-Sul; Diplomacia Institucional e Atos Bilaterais; Educacao, Cultura e Intercambio Humano; Saude Publica e Cooperacao Sanitaria",Soma dos topicos com peso semantico individual abaixo do limiar de materialidade de 3.0% adotado neste relatorio para evitar fragmentacao excessiva de temas acessorios.,Não
Nota,Cooperação Multilateral e Governança Global,634,180,28/04/2025,"Discurso do Ministro Mauro Vieira por ocasião da Reunião de Ministros das Relações Exteriores do BRICS – Rio de Janeiro, 28 de abril de 2025","Defesa, Seguranca Internacional e Geopolitica",47.7%,paz (10x); conflito (7x); ucrania (2x); solucao pacifica (1x); geopolitica (1x),"Peso semantico do topico 'Defesa, Seguranca Internacional e Geopolitica' na nota = 21 (soma ponderada de ocorrencias lexicais: titulo x3 + 1o paragrafo substantivo x2 + demais paragrafos x1). Peso total da nota, somando todos os topicos identificados, = 44. Percentual = (21 / 44) x 100 = 47.7%. Termos computados (radical, casamento por fronteira de palavra): paz (10x); conflito (7x); ucrania (2x); solucao pacifica (1x); geopolitica (1x).",Não
